"","BL","V04","V06","V08","V10"
"DGKZ",0.150839278420694,-0.154603759398496,0.132815596919127,0.0283871428571428,0.231698611111111
"DNAJA2",0.351739460784314,0.225571881606765,-0.197519603658536,0.0957887043189367,-0.415117105263158
"DNER",0.0795511904761905,0.211593181818182,0.132238870021612,-0.226801709401709,-0.30986021021021
"DNPH1",0.292110756919848,0.0324500000000001,-0.0418912936091387,-0.116793846153846,-0.277764414414415
"DPP10",0.0641838499808649,0.235337662337662,0.127248101265823,-0.320266027874564,-0.0548999215686274
"EDAR",0.134756819351519,0.132479220779221,0.324779680213191,0.642104181184669,0.124337176470588
"EGF",0.24790305653942,0.0246204545454547,-0.330488514973757,-0.0424232478632478,-0.491383483483483
"EGLN1",-0.0062466258451333,0.148244588744589,-0.203223784143904,-0.085862369337979,-0.425533960784314
"EIF4G1",0.284321764705883,0.230406131078224,-0.319269024390243,0.0833262458471764,-0.178388390092879
"EIF5A",-0.124008073519401,-0.198421052631579,0.00418610397946084,0.0854789285714286,0.165368055555556
"ENAH",0.122733750850919,-0.0029565162907268,0.293757862644416,0.486080714285714,0.543909722222222
"ENPP5",0.204293152302243,0.0902636363636364,0.362552330966348,0.248715726495726,0.452927327327327
"ENPP7",0.12323619309983,0.389184090909091,0.410538900895338,-0.344226666666667,0.415308108108108
"EPCAM",-0.0533074603174603,-0.435163636363636,-0.288940321086755,-0.78687641025641,-0.0952696696696698
"EPHA1",0.119514731732914,0.106206818181818,0.151423217042297,0.0504410256410256,0.221765165165165
"EPO",0.0832850231600618,0.0207867965367965,0.251963024650233,-0.049561149825784,0.499602901960784
"ERBB3",-0.00361082251082248,0.169588636363636,0.0282190490892251,-0.0148194871794872,-0.0908762762762763
"ESM1",-0.244681306572216,-0.144115909090909,-0.108949150972522,-0.557200341880342,-0.852568318318318
"F2R",0.285609904237177,-0.0312227272727272,0.11278169188021,0.144694017094017,0.176395195195195
"FABP1",0.389990528663256,0.124311363636364,0.0994427292374189,-0.333369914529914,0.0888794294294294
"FABP9",0.096640757749713,0.340886796536797,0.229345869420386,0.051419512195122,-0.531214431372549
"FASLG",-0.0610481862745098,0.0381710359408034,-0.0156692987804878,-0.00734019933554819,-0.303506424148607
"FCAR",-0.238589590838909,0.217397619047619,-0.213632411725516,-0.110394425087108,-0.580728549019608
"FCRL2",0.252369749635391,0.191820084566596,0.181497042682927,0.424843189368771,0.402729024767802
"FCRL3",0.142237773279352,0.338262280701754,0.257456996148909,0.690938571428571,0.600618055555556
"FCRL6",-0.12159131497684,0.166568614718615,-0.162080946035976,0.455156794425087,0.0626010980392157
